age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,min_duration,age_bin,pdays_contacted
32,services,single,secondary,no,2478,no,yes,cellular,20,nov,1,0,0,unknown,6.583333333333333,"(17.925, 33.0]",0
39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,11,0,0,unknown,0.21666666666666667,"(33.0, 48.0]",0
71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,2,0,0,unknown,4.6,"(63.0, 78.0]",0
32,technician,married,tertiary,no,240,yes,yes,cellular,14,jul,3,0,0,unknown,1.4333333333333333,"(17.925, 33.0]",0
37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,1,0,0,unknown,1.1833333333333333,"(33.0, 48.0]",0
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,1,0,0,unknown,1.2666666666666666,"(17.925, 33.0]",0
30,management,married,tertiary,no,8623,no,no,cellular,8,apr,3,0,0,unknown,2.716666666666667,"(17.925, 33.0]",0
35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,5,0,0,unknown,3.533333333333333,"(33.0, 48.0]",0
26,management,single,tertiary,no,1177,no,no,cellular,19,oct,1,0,0,unknown,1.9333333333333333,"(17.925, 33.0]",0
42,management,married,primary,no,0,no,no,unknown,9,jun,1,0,0,unknown,1.8,"(33.0, 48.0]",0
47,technician,married,secondary,no,-226,yes,no,cellular,11,jul,2,0,0,unknown,4.816666666666666,"(33.0, 48.0]",0
54,management,married,secondary,no,-133,yes,no,cellular,17,apr,1,343,2,failure,1.2666666666666666,"(48.0, 63.0]",1
37,admin.,married,secondary,no,-426,yes,yes,cellular,31,jul,30,0,0,unknown,0.9333333333333333,"(33.0, 48.0]",0
30,student,single,tertiary,no,300,no,no,cellular,6,feb,1,0,0,unknown,0.6333333333333333,"(17.925, 33.0]",0
51,blue-collar,single,primary,no,60,no,no,unknown,3,jul,1,0,0,unknown,1.55,"(48.0, 63.0]",0
35,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,3,0,0,unknown,2.05,"(33.0, 48.0]",0
57,management,married,tertiary,no,113,no,no,cellular,3,feb,2,0,0,unknown,3.183333333333333,"(48.0, 63.0]",0
60,retired,married,secondary,no,89,no,no,cellular,30,apr,2,0,0,unknown,2.6,"(48.0, 63.0]",0
39,technician,married,unknown,no,931,yes,no,cellular,4,feb,1,0,0,unknown,1.0666666666666667,"(33.0, 48.0]",0
29,blue-collar,married,primary,no,163,yes,yes,cellular,29,jan,2,0,0,unknown,1.3333333333333333,"(17.925, 33.0]",0
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,2,0,0,unknown,13.483333333333333,"(33.0, 48.0]",0
43,management,married,tertiary,no,-526,no,no,cellular,12,aug,2,0,0,unknown,10.05,"(33.0, 48.0]",0
38,blue-collar,divorced,secondary,no,226,yes,no,cellular,15,may,4,0,0,unknown,2.783333333333333,"(33.0, 48.0]",0
35,blue-collar,single,primary,no,3798,no,no,unknown,6,jun,1,0,0,unknown,0.31666666666666665,"(33.0, 48.0]",0
39,technician,married,secondary,no,5574,no,no,cellular,14,aug,2,0,0,unknown,1.7,"(33.0, 48.0]",0
33,management,married,tertiary,no,2744,yes,no,telephone,19,nov,1,0,0,unknown,1.7166666666666666,"(17.925, 33.0]",0
48,entrepreneur,married,tertiary,no,354,yes,no,cellular,9,feb,4,0,0,unknown,0.6166666666666667,"(33.0, 48.0]",0
32,technician,single,secondary,no,34,no,no,cellular,22,aug,2,0,0,unknown,3.5,"(17.925, 33.0]",0
39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,3,176,2,failure,8.55,"(33.0, 48.0]",1
46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,4,0,0,unknown,6.9,"(33.0, 48.0]",0
31,management,married,tertiary,no,430,yes,no,cellular,25,jul,16,0,0,unknown,2.283333333333333,"(17.925, 33.0]",0
58,management,married,tertiary,no,2143,yes,no,unknown,5,may,1,0,0,unknown,4.35,"(48.0, 63.0]",0
52,management,married,secondary,no,3258,no,no,unknown,5,jun,3,0,0,unknown,3.9,"(48.0, 63.0]",0
47,management,married,secondary,no,0,yes,yes,cellular,17,nov,2,0,0,unknown,2.066666666666667,"(33.0, 48.0]",0
38,management,divorced,tertiary,no,554,no,no,cellular,21,nov,1,101,4,failure,0.75,"(33.0, 48.0]",1
36,technician,married,secondary,no,24,yes,no,cellular,18,nov,1,0,0,unknown,0.9833333333333333,"(33.0, 48.0]",0
29,management,single,tertiary,no,475,no,no,cellular,29,jan,2,0,0,unknown,5.766666666666667,"(17.925, 33.0]",0
45,services,married,secondary,no,38,yes,no,cellular,6,aug,3,0,0,unknown,5.116666666666666,"(33.0, 48.0]",0
52,management,married,tertiary,no,-542,no,no,cellular,28,aug,2,0,0,unknown,1.3333333333333333,"(48.0, 63.0]",0
41,management,divorced,tertiary,no,1401,no,no,unknown,16,jun,4,0,0,unknown,1.8333333333333333,"(33.0, 48.0]",0
59,admin.,married,secondary,no,1914,yes,no,cellular,7,jul,3,0,0,unknown,2.1,"(48.0, 63.0]",0
39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,1,0,0,unknown,6.95,"(33.0, 48.0]",0
41,blue-collar,married,unknown,no,402,yes,no,cellular,4,feb,1,204,2,failure,10.066666666666666,"(33.0, 48.0]",1
58,housemaid,married,primary,no,258,no,no,unknown,9,jun,1,0,0,unknown,2.9,"(48.0, 63.0]",0
41,management,married,tertiary,no,5,yes,no,cellular,7,apr,3,140,3,failure,9.033333333333333,"(33.0, 48.0]",1
28,blue-collar,single,primary,no,1518,yes,no,cellular,15,may,3,359,3,failure,3.4,"(17.925, 33.0]",1
55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,1,370,1,success,10.266666666666667,"(48.0, 63.0]",1
51,management,divorced,tertiary,no,3926,yes,no,cellular,21,jul,2,0,0,unknown,3.466666666666667,"(48.0, 63.0]",0
45,management,married,tertiary,no,126,yes,no,cellular,20,apr,1,342,1,failure,1.5333333333333334,"(33.0, 48.0]",1
60,retired,married,secondary,no,0,no,no,cellular,19,aug,4,0,0,unknown,5.983333333333333,"(48.0, 63.0]",0
42,admin.,single,secondary,no,243,yes,no,unknown,14,may,5,0,0,unknown,0.7666666666666667,"(33.0, 48.0]",0
29,services,divorced,secondary,no,330,yes,no,unknown,12,may,2,0,0,unknown,1.4666666666666666,"(17.925, 33.0]",0
52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,1,317,1,failure,4.1,"(48.0, 63.0]",1
39,technician,married,tertiary,no,602,yes,no,unknown,20,may,7,0,0,unknown,3.183333333333333,"(33.0, 48.0]",0
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,2,0,0,unknown,0.9,"(17.925, 33.0]",0
52,blue-collar,divorced,primary,no,3990,no,no,cellular,19,nov,1,153,1,other,25.8,"(48.0, 63.0]",1
25,management,single,tertiary,no,490,no,no,cellular,7,sep,1,0,0,unknown,6.566666666666666,"(17.925, 33.0]",0
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,3,0,0,unknown,16.683333333333334,"(48.0, 63.0]",0
40,services,married,secondary,no,10406,no,no,cellular,21,nov,2,127,4,other,5.8,"(33.0, 48.0]",1
33,management,married,tertiary,no,0,no,no,cellular,20,aug,5,0,0,unknown,1.4166666666666667,"(17.925, 33.0]",0
41,blue-collar,single,secondary,no,304,yes,no,unknown,30,may,2,0,0,unknown,6.583333333333333,"(33.0, 48.0]",0
33,services,single,secondary,no,406,yes,no,cellular,5,feb,1,275,1,failure,1.0166666666666666,"(17.925, 33.0]",1
36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,2,365,5,other,3.8666666666666667,"(33.0, 48.0]",1
53,entrepreneur,married,tertiary,no,71,no,yes,cellular,29,jan,1,0,0,unknown,1.4333333333333333,"(48.0, 63.0]",0
44,blue-collar,married,primary,no,749,yes,no,unknown,16,jun,2,0,0,unknown,7.066666666666666,"(33.0, 48.0]",0
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,1,0,0,unknown,12.166666666666666,"(17.925, 33.0]",0
21,student,single,primary,no,8278,no,no,cellular,29,oct,1,0,0,unknown,7.416666666666667,"(17.925, 33.0]",0
33,blue-collar,married,secondary,no,10,yes,yes,unknown,20,may,1,0,0,unknown,1.7833333333333334,"(17.925, 33.0]",0
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,1,357,3,success,5.816666666666666,"(17.925, 33.0]",1
32,technician,single,tertiary,no,69,no,no,cellular,7,may,1,357,3,other,1.5833333333333333,"(17.925, 33.0]",1
46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,1,183,2,failure,0.8333333333333334,"(33.0, 48.0]",1
41,blue-collar,divorced,primary,no,1563,yes,no,unknown,15,may,1,0,0,unknown,1.8666666666666667,"(33.0, 48.0]",0
56,management,married,tertiary,no,23,yes,no,cellular,16,jul,2,0,0,unknown,2.6,"(48.0, 63.0]",0
53,management,single,primary,no,208,yes,no,unknown,19,may,9,0,0,unknown,2.9833333333333334,"(48.0, 63.0]",0
33,technician,married,secondary,yes,72,yes,no,unknown,6,may,1,0,0,unknown,10.383333333333333,"(17.925, 33.0]",0
51,management,married,tertiary,no,94,yes,no,cellular,19,nov,3,0,0,unknown,4.683333333333334,"(48.0, 63.0]",0
22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,1,0,0,unknown,2.05,"(17.925, 33.0]",0
30,management,single,tertiary,no,0,no,no,cellular,19,aug,2,0,0,unknown,4.866666666666666,"(17.925, 33.0]",0
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,1,0,0,unknown,6.85,"(17.925, 33.0]",0
30,management,single,tertiary,no,398,no,no,cellular,24,apr,2,0,0,unknown,3.9166666666666665,"(17.925, 33.0]",0
34,management,married,tertiary,no,813,yes,no,cellular,28,may,3,0,0,unknown,1.9,"(33.0, 48.0]",0
32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,3,0,0,unknown,19.55,"(17.925, 33.0]",0
31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,1,0,0,unknown,2.566666666666667,"(17.925, 33.0]",0
44,blue-collar,married,secondary,no,294,yes,no,unknown,19,may,2,0,0,unknown,1.1,"(33.0, 48.0]",0
45,services,married,secondary,no,191,no,yes,unknown,6,jun,2,0,0,unknown,2.2666666666666666,"(33.0, 48.0]",0
38,management,married,tertiary,no,494,no,no,cellular,17,nov,1,104,2,other,2.433333333333333,"(33.0, 48.0]",1
36,management,single,tertiary,no,671,yes,no,cellular,1,sep,1,457,2,failure,2.683333333333333,"(33.0, 48.0]",1
34,blue-collar,married,secondary,no,-10,yes,no,cellular,11,may,1,370,1,failure,3.6,"(33.0, 48.0]",1
33,admin.,married,secondary,no,393,yes,no,unknown,28,may,1,0,0,unknown,6.383333333333334,"(17.925, 33.0]",0
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,5,0,0,unknown,4.133333333333334,"(33.0, 48.0]",0
47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,4,0,0,unknown,4.383333333333334,"(33.0, 48.0]",0
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,2,92,1,success,2.7333333333333334,"(48.0, 63.0]",1
45,technician,married,secondary,no,1818,no,no,cellular,2,feb,1,241,2,other,3.283333333333333,"(33.0, 48.0]",1
43,blue-collar,married,secondary,no,1343,yes,yes,cellular,25,jul,2,0,0,unknown,3.5166666666666666,"(33.0, 48.0]",0
41,self-employed,divorced,tertiary,no,4717,yes,no,cellular,19,nov,2,0,0,unknown,3.033333333333333,"(33.0, 48.0]",0
33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,2,329,2,failure,11.916666666666666,"(17.925, 33.0]",1
35,admin.,married,secondary,no,1254,yes,yes,cellular,1,jul,2,0,0,unknown,2.2,"(33.0, 48.0]",0
61,housemaid,married,primary,no,182,no,no,cellular,9,nov,1,92,13,failure,5.583333333333333,"(48.0, 63.0]",1
43,management,married,tertiary,no,182,no,no,cellular,28,jan,1,0,0,unknown,2.533333333333333,"(33.0, 48.0]",0
49,technician,married,secondary,no,8973,no,no,cellular,31,jul,10,0,0,unknown,0.15,"(48.0, 63.0]",0
36,management,single,tertiary,no,891,yes,no,unknown,29,may,5,0,0,unknown,3.8833333333333333,"(33.0, 48.0]",0
43,management,married,tertiary,no,1050,yes,yes,cellular,18,jul,11,0,0,unknown,1.1166666666666667,"(33.0, 48.0]",0
32,technician,married,tertiary,no,593,no,no,cellular,23,dec,2,201,2,other,2.3333333333333335,"(17.925, 33.0]",1
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,2,0,0,unknown,1.0833333333333333,"(33.0, 48.0]",0
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,2,0,0,unknown,1.5166666666666666,"(33.0, 48.0]",0
26,services,single,secondary,no,1095,no,no,cellular,28,jan,2,0,0,unknown,6.833333333333333,"(17.925, 33.0]",0
42,technician,married,tertiary,no,1619,no,no,cellular,4,aug,1,0,0,unknown,2.466666666666667,"(33.0, 48.0]",0
41,unemployed,married,secondary,no,0,no,no,cellular,5,feb,2,0,0,unknown,8.866666666666667,"(33.0, 48.0]",0
58,retired,married,secondary,no,19,no,yes,cellular,15,jul,3,0,0,unknown,1.7666666666666666,"(48.0, 63.0]",0
55,blue-collar,married,unknown,no,196,no,no,cellular,21,aug,2,0,0,unknown,2.8,"(48.0, 63.0]",0
55,admin.,married,secondary,no,0,no,no,cellular,29,aug,2,0,0,unknown,1.4666666666666666,"(48.0, 63.0]",0
49,admin.,married,secondary,no,2116,no,no,cellular,8,aug,3,0,0,unknown,1.8166666666666667,"(48.0, 63.0]",0
44,management,married,tertiary,no,0,no,no,cellular,8,jul,2,0,0,unknown,0.9,"(33.0, 48.0]",0
42,technician,married,secondary,no,827,no,no,cellular,25,aug,3,0,0,unknown,2.55,"(33.0, 48.0]",0
32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,2,272,1,failure,3.2,"(17.925, 33.0]",1
48,services,married,secondary,no,288,yes,no,cellular,5,may,3,0,0,unknown,2.3666666666666667,"(33.0, 48.0]",0
33,services,married,secondary,no,70,no,no,cellular,17,jul,7,0,0,unknown,6.3,"(17.925, 33.0]",0
40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,1,0,0,unknown,3.3833333333333333,"(33.0, 48.0]",0
43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,1,88,4,success,2.1,"(33.0, 48.0]",1
34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,2,0,0,unknown,1.0166666666666666,"(33.0, 48.0]",0
58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,1,0,0,unknown,4.75,"(48.0, 63.0]",0
28,blue-collar,single,secondary,no,2806,no,no,cellular,13,oct,1,120,1,other,4.75,"(17.925, 33.0]",1
31,blue-collar,divorced,secondary,no,15187,no,no,cellular,12,jun,2,0,0,unknown,2.1166666666666667,"(17.925, 33.0]",0
87,retired,married,primary,no,2190,no,no,telephone,12,jan,2,0,0,unknown,8.533333333333333,"(78.0, 93.0]",0
28,admin.,single,secondary,no,762,no,no,cellular,18,sep,3,0,0,unknown,1.9166666666666667,"(17.925, 33.0]",0
53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,1,0,0,unknown,3.0166666666666666,"(48.0, 63.0]",0
53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,1,0,0,unknown,4.716666666666667,"(48.0, 63.0]",0
59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,4,0,0,unknown,3.6166666666666667,"(48.0, 63.0]",0
60,management,married,tertiary,no,0,no,no,cellular,26,aug,6,0,0,unknown,6.033333333333333,"(48.0, 63.0]",0
36,technician,married,tertiary,no,1473,yes,yes,cellular,11,may,2,0,0,unknown,3.433333333333333,"(33.0, 48.0]",0
25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,2,0,0,unknown,8.8,"(17.925, 33.0]",0
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,2,0,0,unknown,2.7333333333333334,"(17.925, 33.0]",0
56,management,married,secondary,no,0,no,no,cellular,27,oct,1,111,8,other,4.966666666666667,"(48.0, 63.0]",1
44,management,married,secondary,no,1138,yes,no,cellular,21,nov,2,0,0,unknown,1.9333333333333333,"(33.0, 48.0]",0
48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,1,177,2,failure,5.116666666666666,"(33.0, 48.0]",1
55,housemaid,married,secondary,no,5,no,no,cellular,11,jul,2,0,0,unknown,4.483333333333333,"(48.0, 63.0]",0
59,services,married,secondary,no,204,no,no,cellular,23,jul,2,0,0,unknown,4.766666666666667,"(48.0, 63.0]",0
39,management,married,secondary,no,11835,yes,no,cellular,11,aug,2,0,0,unknown,12.4,"(33.0, 48.0]",0
61,self-employed,married,tertiary,no,10861,no,no,cellular,26,jul,2,259,3,success,5.6,"(48.0, 63.0]",1
28,technician,single,tertiary,no,865,no,no,cellular,16,sep,1,0,0,unknown,2.95,"(17.925, 33.0]",0
37,services,single,secondary,no,23,yes,no,cellular,28,jun,1,182,1,failure,3.283333333333333,"(33.0, 48.0]",1
53,technician,married,secondary,no,5797,yes,no,cellular,3,feb,4,0,0,unknown,4.45,"(48.0, 63.0]",0
46,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,2,0,0,unknown,3.466666666666667,"(33.0, 48.0]",0
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,2,0,0,unknown,3.25,"(33.0, 48.0]",0
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,1,183,2,failure,5.666666666666667,"(33.0, 48.0]",1
47,management,single,tertiary,no,86,no,no,cellular,2,feb,1,0,0,unknown,18.1,"(33.0, 48.0]",0
39,unknown,married,secondary,no,1701,no,no,unknown,6,jun,1,0,0,unknown,2.3333333333333335,"(33.0, 48.0]",0
26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,3,0,0,unknown,10.9,"(17.925, 33.0]",0
44,blue-collar,married,primary,no,75,no,no,unknown,16,may,3,0,0,unknown,1.7833333333333334,"(33.0, 48.0]",0
73,retired,married,unknown,no,739,no,no,cellular,11,sep,1,0,0,unknown,3.5,"(63.0, 78.0]",0
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,5,0,0,unknown,3.6166666666666667,"(17.925, 33.0]",0
56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1,0,0,unknown,17.733333333333334,"(48.0, 63.0]",0
54,blue-collar,single,primary,no,-119,yes,no,cellular,13,may,1,0,0,unknown,4.35,"(48.0, 63.0]",0
46,admin.,married,secondary,no,974,no,no,cellular,17,mar,1,0,0,unknown,2.966666666666667,"(33.0, 48.0]",0
47,management,married,unknown,no,555,yes,no,cellular,17,jul,1,0,0,unknown,2.9833333333333334,"(33.0, 48.0]",0
35,management,single,tertiary,no,714,yes,no,cellular,7,apr,2,224,22,failure,4.383333333333334,"(33.0, 48.0]",1
28,management,single,tertiary,no,-380,yes,no,unknown,4,jun,4,0,0,unknown,4.75,"(17.925, 33.0]",0
31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,apr,2,340,2,other,9.033333333333333,"(17.925, 33.0]",1
27,management,single,tertiary,no,3104,yes,no,unknown,28,may,2,0,0,unknown,2.6666666666666665,"(17.925, 33.0]",0
36,admin.,divorced,secondary,no,50,yes,no,cellular,6,may,1,0,0,unknown,3.7,"(33.0, 48.0]",0
41,housemaid,single,secondary,no,2184,no,no,unknown,19,jun,2,0,0,unknown,1.5166666666666666,"(33.0, 48.0]",0
32,blue-collar,married,secondary,no,931,yes,no,unknown,3,jun,1,0,0,unknown,6.816666666666666,"(17.925, 33.0]",0
35,technician,married,tertiary,no,6,yes,no,cellular,18,nov,1,0,0,unknown,0.7833333333333333,"(33.0, 48.0]",0
52,management,married,tertiary,no,437,no,no,telephone,12,jun,3,113,1,other,2.283333333333333,"(48.0, 63.0]",1
35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,10,0,0,unknown,3.216666666666667,"(33.0, 48.0]",0
32,management,single,secondary,no,-32,yes,no,unknown,23,may,1,0,0,unknown,2.316666666666667,"(17.925, 33.0]",0
35,technician,single,tertiary,no,1362,yes,no,unknown,21,may,1,0,0,unknown,3.8333333333333335,"(33.0, 48.0]",0
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,1,0,0,unknown,1.7,"(33.0, 48.0]",0
76,retired,married,primary,no,3324,no,no,cellular,13,nov,1,92,3,success,2.033333333333333,"(63.0, 78.0]",1
22,services,single,secondary,no,652,no,no,telephone,31,aug,1,0,0,unknown,2.316666666666667,"(17.925, 33.0]",0
33,management,married,tertiary,no,130,no,no,cellular,25,aug,8,0,0,unknown,2.0166666666666666,"(17.925, 33.0]",0
25,technician,single,tertiary,no,640,yes,no,unknown,13,may,2,0,0,unknown,8.2,"(17.925, 33.0]",0
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,8,0,0,unknown,0.16666666666666666,"(33.0, 48.0]",0
36,management,married,tertiary,no,867,no,no,cellular,14,aug,2,0,0,unknown,2.65,"(33.0, 48.0]",0
53,admin.,married,secondary,no,53,yes,no,cellular,18,may,1,0,0,unknown,6.45,"(48.0, 63.0]",0
39,services,married,secondary,no,208,no,yes,cellular,9,feb,2,0,0,unknown,2.033333333333333,"(33.0, 48.0]",0
55,admin.,married,secondary,no,131,yes,no,unknown,6,may,1,0,0,unknown,12.4,"(48.0, 63.0]",0
28,blue-collar,single,tertiary,no,1372,no,no,cellular,15,may,4,298,1,failure,0.8,"(17.925, 33.0]",1
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,2,0,0,unknown,4.416666666666667,"(33.0, 48.0]",0
32,services,single,secondary,no,1364,yes,yes,unknown,17,jun,5,0,0,unknown,1.4166666666666667,"(17.925, 33.0]",0
43,self-employed,married,secondary,no,274,no,no,cellular,14,jul,4,0,0,unknown,5.583333333333333,"(33.0, 48.0]",0
59,retired,single,secondary,no,30,yes,no,unknown,5,may,1,0,0,unknown,8.566666666666666,"(48.0, 63.0]",0
25,services,single,secondary,no,3856,yes,no,unknown,20,jun,28,0,0,unknown,0.26666666666666666,"(17.925, 33.0]",0
33,blue-collar,single,primary,no,785,yes,no,cellular,20,nov,1,0,0,unknown,2.316666666666667,"(17.925, 33.0]",0
30,admin.,single,secondary,no,213,no,no,cellular,30,apr,1,0,0,unknown,2.8,"(17.925, 33.0]",0
60,retired,married,primary,no,1588,no,no,cellular,6,oct,1,0,0,unknown,12.133333333333333,"(48.0, 63.0]",0
50,technician,single,secondary,no,1811,no,no,cellular,8,jun,4,0,0,unknown,1.6166666666666667,"(48.0, 63.0]",0
37,admin.,single,secondary,no,-17,yes,no,cellular,11,may,2,340,2,failure,6.666666666666667,"(33.0, 48.0]",1
29,entrepreneur,single,tertiary,no,402,yes,yes,cellular,29,jul,5,0,0,unknown,5.75,"(17.925, 33.0]",0
37,housemaid,married,unknown,no,0,no,no,telephone,30,jul,4,0,0,unknown,3.25,"(33.0, 48.0]",0
33,entrepreneur,married,tertiary,no,775,yes,yes,cellular,30,jul,3,0,0,unknown,1.0,"(17.925, 33.0]",0
56,management,married,primary,no,93,yes,no,unknown,7,may,2,0,0,unknown,4.7,"(48.0, 63.0]",0
24,blue-collar,single,secondary,no,5482,yes,no,cellular,18,may,2,0,0,unknown,7.066666666666666,"(17.925, 33.0]",0
33,technician,married,secondary,no,5833,yes,no,cellular,17,apr,1,0,0,unknown,0.95,"(17.925, 33.0]",0
37,management,married,tertiary,no,1403,yes,no,cellular,10,jul,15,0,0,unknown,1.5166666666666666,"(33.0, 48.0]",0
48,admin.,divorced,secondary,no,-480,no,no,cellular,18,may,2,355,1,failure,6.333333333333333,"(33.0, 48.0]",1
43,management,married,tertiary,no,244,no,no,cellular,14,aug,2,0,0,unknown,2.783333333333333,"(33.0, 48.0]",0
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,2,0,0,unknown,2.716666666666667,"(33.0, 48.0]",0
45,services,single,secondary,no,1757,yes,no,cellular,20,apr,3,326,1,other,16.833333333333332,"(33.0, 48.0]",1
32,blue-collar,married,primary,no,131,yes,no,unknown,21,may,2,0,0,unknown,3.533333333333333,"(17.925, 33.0]",0
31,services,single,secondary,no,1709,no,yes,telephone,28,jan,3,0,0,unknown,15.733333333333333,"(17.925, 33.0]",0
42,services,married,secondary,no,146,yes,yes,cellular,15,may,4,346,1,failure,11.166666666666666,"(33.0, 48.0]",1
26,management,married,tertiary,no,784,yes,yes,cellular,5,may,2,358,2,failure,4.116666666666666,"(17.925, 33.0]",1
36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,3,0,0,unknown,20.7,"(33.0, 48.0]",0
74,retired,married,primary,no,279,no,no,telephone,15,oct,1,0,0,unknown,3.783333333333333,"(63.0, 78.0]",0
33,technician,single,tertiary,no,3255,no,no,telephone,14,aug,4,0,0,unknown,3.566666666666667,"(17.925, 33.0]",0
35,services,single,secondary,no,1742,yes,no,cellular,31,jul,2,0,0,unknown,0.65,"(33.0, 48.0]",0
55,technician,married,secondary,no,462,no,no,cellular,11,aug,2,0,0,unknown,1.9333333333333333,"(48.0, 63.0]",0
56,blue-collar,divorced,primary,no,5041,yes,no,unknown,15,may,1,0,0,unknown,2.6333333333333333,"(48.0, 63.0]",0
33,housemaid,married,primary,no,167,no,no,cellular,21,aug,2,0,0,unknown,2.35,"(17.925, 33.0]",0
40,technician,single,secondary,no,556,yes,no,cellular,17,apr,1,323,1,failure,3.9,"(33.0, 48.0]",1
60,retired,divorced,tertiary,no,473,no,no,cellular,10,jul,1,0,0,unknown,1.6666666666666667,"(48.0, 63.0]",0
40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,2,0,0,unknown,1.7833333333333334,"(33.0, 48.0]",0
23,student,single,tertiary,no,113,no,no,cellular,17,nov,1,0,0,unknown,4.433333333333334,"(17.925, 33.0]",0
45,technician,married,tertiary,no,1780,no,no,cellular,11,aug,4,0,0,unknown,0.8666666666666667,"(33.0, 48.0]",0
49,services,married,secondary,no,280,yes,no,telephone,14,jul,3,0,0,unknown,2.7,"(48.0, 63.0]",0
49,self-employed,married,secondary,no,0,no,no,cellular,26,aug,6,0,0,unknown,2.9166666666666665,"(48.0, 63.0]",0
43,services,divorced,secondary,no,313,yes,no,cellular,8,may,2,0,0,unknown,2.5833333333333335,"(33.0, 48.0]",0
58,retired,married,primary,no,1077,no,no,cellular,15,jun,1,0,0,unknown,9.866666666666667,"(48.0, 63.0]",0
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1,0,0,unknown,16.783333333333335,"(48.0, 63.0]",0
33,management,single,tertiary,no,2934,no,no,cellular,30,oct,1,0,0,unknown,0.9833333333333333,"(17.925, 33.0]",0
40,admin.,divorced,secondary,no,783,yes,yes,unknown,16,may,2,0,0,unknown,2.85,"(33.0, 48.0]",0
45,management,married,tertiary,no,0,no,no,cellular,21,aug,2,0,0,unknown,2.4,"(33.0, 48.0]",0
59,blue-collar,married,unknown,no,-278,yes,no,unknown,13,may,2,0,0,unknown,5.3,"(48.0, 63.0]",0
51,blue-collar,married,primary,no,720,no,no,cellular,7,jul,5,0,0,unknown,2.6666666666666665,"(48.0, 63.0]",0
42,management,married,tertiary,no,1680,yes,no,unknown,6,may,1,0,0,unknown,12.75,"(33.0, 48.0]",0
35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,6,0,0,unknown,0.2,"(33.0, 48.0]",0
28,management,divorced,secondary,no,-76,no,yes,cellular,14,jul,2,0,0,unknown,21.183333333333334,"(17.925, 33.0]",0
59,retired,married,primary,no,46,no,no,cellular,14,aug,2,0,0,unknown,1.3,"(48.0, 63.0]",0
